internal_name,parameter,description
JCEGOSTM,Jcomm_Eng_Overspeed_TO,[JCEGOSTM] Jcomm Engine Overspeed TO time out for Jcomm_High_Idle_Override parameter
JCEGSPOB,J1939_Eng_Specific_Rx_Objects,[JCEGSPOB] CAN Number of engine destination-specific Rx objects
JCEGTMPZ,Jcomm_Engine_Hours_Message_Default_Priority,[JCEGTMPZ] Default Network Priority for the Engine Hours Message (PGN FEE5)
JCEGTPPZ,Jcomm_Engine_Temp_Message_Default_Priority,[JCEGTPPZ] default network priority for Engine Temperature message
JCEGTQCO,Jcomm_Engine_Torque_Command,[JCEGTQCO] Torque command to engine as received over datalink
JCEPPZ,Jcomm_Inlet_Exhaust_Cond_Message_Priority,[JCEPPZ] default network priority for Inlet/Exhaust Conditions message
JCEVRPP1,Jcomm_Determined_RPM_Point_1,[JCEVRPP1] Jcomm determined RPM at engine configuration idle speed.
JCEVRPP2,Jcomm_Determined_RPM_Point_2,"[JCEVRPP2] Jcomm-determined RPM at hsg break, for engine config. map"
JCEVRPP3,Jcomm_Determined_RPM_Point_3,[JCEVRPP3] Jcomm determine rpm at engine configuration point 3.
JCEVRPP4,Jcomm_Determined_RPM_Point_4,[JCEVRPP4] Jcomm determine rpm at engine configuration point 3.
JCEVRPP5,Jcomm_Determined_RPM_Point_5,[JCEVRPP5] Jcomm-determined RPM at pt. 5 for engine config. map
JCFCBK03,Jcomm_Frict_Load_at_Brkpt_3,[JCFCBK03] Frictional load torque (in fueling) at breakpoint 3 engine RPM
JCFCBK04,Jcomm_Frict_Load_at_Brkpt_4,[JCFCBK04] Frictional load torque (in fueling) at breakpoint 4 engine RPM
JCFCBK05,Jcomm_Frict_Load_at_Brkpt_5,[JCFCBK05] Frictional load torque (in fueling) at breakpoint 5 engine RPM
JCFCBKRR,Jcomm_Frict_Load_at_Rated_RPM,[JCFCBKRR] Frictional load torque (in fueling) at rated engine RPM
JCFCLDIS,Jcomm_Frict_Load_at_Low_Idle,[JCFCLDIS] Frictional Load interpolated from the no load curve at LSG ref spd
JCFCLDTQ,Jcomm_No_Load_Torque,[JCFCLDTQ] Jcomm No Load Torque estimated frictional no load fueling value
JCFCPZ,Jcomm_Fuel_Consump_Message_Default_Priority,[JCFCPZ] default network priority for Fuel Consumption message
JCFEPZ,Jcomm_Fuel_Economy_Message_Default_Priority,[JCFEPZ] default network priority for Fuel Economy message
JCFMDFPZ,Jcomm_Fan_Drive_Message_Default_Priority,[JCFMDFPZ] Default network priority for Fan Drive Message.
JCFSPCMU,J1939_Mux_Manual_Fan_Level,[JCFSPCMU] Multiplexed value for Requested % Fan Speed
JCFUCUDA,J1587_Fault_Count_Data,[JCFUCUDA] Data used by J1587 and Fault Handler to keep track of fault counts
JCFUSIID,Freeze_Frame_Identification_Number,[JCFUSIID] Indicator of freeze frame format
JCGPSS,Intake_Air_Heater_Status,[JCGPSS] Status from fault handler indicating OBDII def. of monitor status
JCGRRA,J1939_Gear_Ratio,[JCGRRA] Gear ratio from J1939 ETC2 message
JCGRRATO,J1939_Gear_Ratio_TO,[JCGRRATO] time allowed to use old GR from dl before calc. when no GR is avail.
JCGRVDFG,J1939_Gear_Ratio_Valid_Flag,"[JCGRVDFG] Indicates valid j1939 gear ratio, 0=FALSE, 1=TRUE"
JCHII1OD,Jcomm_High_Idle_Override,"[JCHII1OD] Jcomm High Idle Override 0 = FALSE, no override 1 = TRUE, override"
JCHSODES,Jcomm_High_Idle_Override_Speed,[JCHSODES] speed to which HSG ref should be set when Jcomm High Idle override commanded
JCHSTB,J1939_History_Table,[JCHSTB] J1939 History Table see j1939mon specification
JCHSTBPO,J1939_History_Table_Next_Entry,[JCHSTBPO] pointer into J1939_History_Table
JCICSWMU,J1939_Mux_Increment_Switch,[JCICSWMU] Multiplex value for increment switch
JCIDPZ,Jcomm_Component_ID_Message_Default_Priority,[JCIDPZ] default network priority for Component Identification message
JCIHMXFU,Inhibit_Mux_Faults,[JCIHMXFU] Flag used to prevent multiplex faults from getting logged
JCINFCTQ,Jcomm_Ind_Friction_Torque,[JCINFCTQ] Jcomm Ind Friction Torque amount of torque required by base engine
JCINISTQ,Jcomm_Ind_Torque_at_Idle,[JCINISTQ] Jcomm Ind Torque at Idle available torque that engine can provide at idle
JCINP2TQ,Jcomm_Ind_Torque_at_Point_2,[JCINP2TQ] Jcomm Ind Torque at Point 2 available torque that engine can provide at pt 2
JCINP3TQ,Jcomm_Ind_Torque_at_Point_3,[JCINP3TQ] Jcomm Ind Torque at Point 3 available torque that engine can provide at pt 3
JCINP4TQ,Jcomm_Ind_Torque_at_Point_4,[JCINP4TQ] Jcomm Ind Torque at Point 4 available torque that engine can provide at pt 4
JCINP5TQ,Jcomm_Ind_Torque_at_Point_5,[JCINP5TQ] Jcomm Ind Torque at Point 5 available torque that engine can provide at pt 5
JCINPCLD,Jcomm_Ind_Percent_Load,[JCINPCLD] Jcomm Ind Percent Load ratio of actual engine torque to max torque at current s
JCINPKFL,Jcomm_Peak_Fueling,[JCINPKFL] Jcomm Peak Fueling ref fuel for all indicated percent peak torques
JCINRDTQ,Jcomm_Ind_Retarder_Torque,[JCINRDTQ] Jcomm Ind Retarder Torque amount of torque provided by retarder
JCISPZ,Jcomm_Idle_Op_Message_Default_Priority,[JCISPZ] default network priority for Idle Operation message
JCISSHPZ,Jcomm_Idle_Shutdown_Message_Default_Priority,[JCISSHPZ] default network priority for Idle Shutdown message
JCISSWMU,J1939_Mux_Idle_Switch,[JCISSWMU] Multiplex value for idle switch
JCLMRP,Jcomm_Engine_Speed_Limit_RPM,[JCLMRP] Jcomm Engine Speed Limit RPM maximum allowed engine speed as per link user
JCLMS1TM,Jcomm_Lim_Cmd_TO_SA_1,[JCLMS1TM] Jcomm Lim Cmd TO SA 1 time out for engine LIMIT_ENGINE mode for node at Source
JCLMS2TM,Jcomm_Lim_Cmd_TO_SA_2,[JCLMS2TM] Jcomm Lim Cmd TO SA 2 time out for engine LIMIT_ENGINE mode for node at Source
JCLMS3TM,Jcomm_Lim_Cmd_TO_SA_3,[JCLMS3TM] Jcomm Lim Cmd TO SA 3 time out for engine LIMIT_ENGINE mode for node at Source
JCLMS4TM,Jcomm_Lim_Cmd_TO_SA_4,[JCLMS4TM] Jcomm Lim Cmd TO SA 4 time out for engine LIMIT_ENGINE mode for node at Source
JCLMS5TM,Jcomm_Lim_Cmd_TO_SA_5,[JCLMS5TM] Jcomm Lim Cmd TO SA 5 time out for engine LIMIT_ENGINE mode for node at Source
JCLMTM,Jcomm_Message_Timeout,[JCLMTM] Jcomm Message Timeout max time elapsed between message before control mode exit
JCLSPCTQ,Jcomm_Prc_Pk_Trq_at_Idle,[JCLSPCTQ] Jcomm Percent Peak Torque at Idle speed percent peak torque avail at idle rpm
JCLSRFOF,Jcomm_LSG_Ref_Speed_Offset,[JCLSRFOF] Offset from LSG Reference which is broadcast pt1
JCMIFISS,Misfire_Monitor_Status,[JCMIFISS] Status from fault handler indicating OBDII def. of monitor status
JCMXEBRP,Jcomm_Maximum_Retarder_Speed,[JCMXEBRP] Jcomm Max Retarder Speed maximum allowed RPM of retarder config map
JCMXFUDY,Mux_Fault_Delay,[JCMXFUDY] Maximum wait before starting to log mux faults again
JCMXRNTR,Multiplex_Engine_Run_Timer,[JCMXRNTR] Keeps track of how long engine has been running
JCMXT0FL,Jcomm_Pk_Fueling_Tau_0,[JCMXT0FL] Jcomm Peak Fueling Tau 0 Max fueling on 100% throttle curve for tau = 0
JCNES1SW,Jcomm_Net_Type_SA_1,[JCNES1SW] Jcomm Network Type SA 1 0 = J1922 Source Address 1 = J1939 Source Address
JCNES2SW,Jcomm_Net_Type_SA_2,[JCNES2SW] Jcomm Network Type SA 2 0 = J1922 Source Address 1 = J1939 Source Address
JCNES3SW,Jcomm_Net_Type_SA_3,[JCNES3SW] Jcomm Network Type SA 3 0 = J1922 Source Address 1 = J1939 Source Address
JCNES4SW,Jcomm_Net_Type_SA_4,[JCNES4SW] Jcomm Network Type SA 4 0 = J1922 Source Address 1 = J1939 Source Address
JCNES5SW,Jcomm_Net_Type_SA_5,[JCNES5SW] Jcomm Network Type SA 5 0 = J1922 Source Address 1 = J1939 Source Address
JCNMLEAR,Name_Length_Area,[JCNMLEAR] ADDRESS OF SCRATCH PAD DIRECTORY
JCNMLELE,Name_Length_Len,[JCNMLELE] NUMBER OF ENTRIES IN THE SCRATCH PAD
JCNTCTMR,Supported_Non_Continuous_Monitors,[JCNTCTMR] Indicator of software's support of non-continuously run monitors
JCOBDG,OBD_Compliance,[JCOBDG] Indicator of OBD compliance of module
JCOG,Jcomm_Out_of_Gear,"[JCOG] Jcomm Out of Gear 0 = FALSE, in gear 1 = TRUE, out of gear"
JCOGNETY,Jcomm_Out_of_Gear_Network_Type,"[JCOGNETY] Indicator of which network set Jcomm_Out_of_Gear: 0 = 1922, 1 = 1939"
JCOGTO,Jcomm_OOG_Timeout,[JCOGTO] time of no datalink OOG before calculating OOG
JCOGVDFG,Jcomm_OOG_Valid_Flag,"[JCOGVDFG] Indicates valid jcomm oog, 0=FALSE, 1=TRUE"
JCPCLD,J1587_Percent_Load,"[JCPCLD] Current output torque as a percent of maximum torque available, for J1587 broad"
JCPCPKTQ,Jcomm_Percent_Peak_Torque,[JCPCPKTQ] Jcomm Percent Peak Torque based on current engine speed and temperature
JCPCRDTQ,Jcomm_Percent_Retarder_Torque,[JCPCRDTQ] Jcomm req. % torque braking (override or limit value)
JCPCTQ03,Jcomm_Prc_Pk_Trq_at_Brkpt_3,[JCPCTQ03] Jcomm Percent Peak Torque at Breakpoint 3 percent peak torque avail at brkpt 3
JCPCTQ04,Jcomm_Prc_Pk_Trq_at_Brkpt_4,[JCPCTQ04] Jcomm Percent Peak Torque at Breakpoint 4 percent peak torque avail at brkpt 4
JCPCTQ05,Jcomm_Prc_Pk_Trq_at_Brkpt_5,[JCPCTQ05] Jcomm Percent Peak Torque at Breakpoint 5 percent peak torque avail at brkpt 5
JCPKT0FL,Jcomm_Pk_Trq_Min_Fueling_Tau_0,[JCPKT0FL] Jcomm Peak Torque Min Fueling Tau 0 frict load fuel at peak torque rpm if tau=0
JCPKT0RP,Jcomm_Pk_Torque_RPM_Tau_0,[JCPKT0RP] Jcomm Peak Torque RPM Tau 0 engine speed for peak torque when tau equals zero
JCPSDB,Jcomm_Progressive_Shift_Disable,"[JCPSDB] Jcomm Progressive Shift Disable 1=TRUE,disable prog shift 0=FALSE,allow prog s"
JCPSTM,Jcomm_Prog_Shift_TO,[JCPSTM] Jcomm Prog Shift TO time out for Jcomm_Progressive_Shift_Disable parameter
JCPTONMU,J1939_Mux_PTO_On_Switch,[JCPTONMU] Multiplex value for PTO On switch
JCPTPZ,Jcomm_PTO_Info_Message_Default_Priority,[JCPTPZ] default network priority for Power Takeoff Information message
JCPTRUMU,J1939_Mux_PTO_Resume_Switch,[JCPTRUMU] Multiplex value for PTO Resume switch
JCPTSEMU,J1939_Mux_PTO_Set_Switch,[JCPTSEMU] Multiplex value for PTO set switch
JCRD01PZ,Jcomm_ERC1_Message_Default_Priority,[JCRD01PZ] default network priority for ERC1 message
JCRDBCEA,J1939_Retarder_Broadcast_Enable,[JCRDBCEA] Bit 3 (0:15) Enables J1939/71 Retarder Broadcast
JCRDCGPZ,Jcomm_Retarder_Config_Message_Default_Priority,[JCRDCGPZ] default network priority for Retarder Configuration message
JCRDCOBY,Jcomm_Retarder_Control_Byte,[JCRDCOBY] Byte indicating retarder commands as received over datalink
JCRDCOID,Jcomm_Retarder_Control_Device_Indicator,[JCRDCOID] 0 = NONE 1 = TRANS 2 = ABS 3 = ASR 4 = UNKNOWN
JCRDCOSA,J1939_Retarder_Control_Source,[JCRDCOSA] 0 = NONE 1 = TRANS 2 = ABS 3 = ASR 4 = UNKNOWN
JCRDCOSS,J1939_Retarder_Control_Status,[JCRDCOSS] J1939 RETARDER CONTROL STATUS 0 = INACTIVE
JCRDISRP,Jcomm_Retarder_Speed_at_Idle,[JCRDISRP] Jcomm Retarder Speed at Idle - RPM at idle of retarder config map
JCRDISTQ,Jcomm_Retarder_Torque_at_Idle,[JCRDISTQ] Jcomm Retarder Torque at Idle available torque that retarder can provide at i
JCRDL1TM,Jcomm_Ret_Lim_Cmd_TO_SA_1,[JCRDL1TM] Jcomm Ret Lim Cmd TO SA 1 time out for retarder LIMIT_RETARDER mode for node at
JCRDL2TM,Jcomm_Ret_Lim_Cmd_TO_SA_2,[JCRDL2TM] Jcomm Ret Lim Cmd TO SA 2 time out for retarder LIMIT_RETARDER mode for node at
JCRDL3TM,Jcomm_Ret_Lim_Cmd_TO_SA_3,[JCRDL3TM] Jcomm Ret Lim Cmd TO SA 3 time out for retarder LIMIT_RETARDER mode for node at
JCRDL4TM,Jcomm_Ret_Lim_Cmd_TO_SA_4,[JCRDL4TM] Jcomm Ret Lim Cmd TO SA 4 time out for retarder LIMIT_RETARDER mode for node at
JCRDL5TM,Jcomm_Ret_Lim_Cmd_TO_SA_5,[JCRDL5TM] Jcomm Ret Lim Cmd TO SA 5 time out for retarder LIMIT_RETARDER mode for node at
JCRDLM,Jcomm_Engine_Brake_Limit,[JCRDLM] Jcomm Engine Brake Limit
JCRDMSTQ,Jcomm_Retarder_Torque_at_Max_Speed,[JCRDMSTQ] Jcomm Retarder Torque at Max Speed available torque that retarder can provide a
JCRDNM,J1939_Retarder_Name,[JCRDNM] J1939 network name for ECM as engine retarder node
JCRDNSOB,J1939_Ret_Non_Specific_Rx_Objects,[JCRDNSOB] CAN number of retarder destination non-specific Rx objects
JCRDP3RP,Jcomm_Retarder_Speed_at_Point_3,[JCRDP3RP] Jcomm Retarder Speed at Pt 3 - RPM at pt 3 of retarder config map
JCRDP3TQ,Jcomm_Retarder_Torque_at_Point_3,[JCRDP3TQ] Jcomm Retarder Torque at Pt 3 available torque that retarder can provide at p
JCRDP4RP,Jcomm_Retarder_Speed_at_Point_4,[JCRDP4RP] Jcomm Retarder Speed at Pt 4 - RPM at pt 4 of retarder config map
JCRDP4TQ,Jcomm_Retarder_Torque_at_Point_4,[JCRDP4TQ] Jcomm Retarder Torque at Pt 4 available torque that retarder can provide at p
JCRDP5TQ,Jcomm_Retarder_Torque_at_Point_5,[JCRDP5TQ] Available torque that retarder can provide at pt 5
JCRDPTRP,Jcomm_Retarder_Speed_at_Peak_Torque,[JCRDPTRP] Jcomm Retarder Speed at Peak Torque - RPM at peak torque of retarder config ma
JCRDSPOB,J1939_Ret_Specific_Rx_Objects,[JCRDSPOB] CAN number of retarder destination-specific Rx objects
JCRDST,Jcomm_Retarder_Control_Mode,[JCRDST] Jcomm Retarder Control Mode 0 = disable 2 = torque 3 = limit
JCRDT1TL,Jcomm_Ret_Trq_Cmd_TL_SA_1,[JCRDT1TL] Jcomm Ret Trq Cmd TL SA 1 time limit for retarder TORQUE_COMMAND mode for Addre
JCRDT1TM,Jcomm_Ret_Trq_Cmd_TO_SA_1,[JCRDT1TM] Jcomm Ret Trq Cmd TO SA 1 time out for retarder TORQUE_COMMAND mode for Address
JCRDT2TL,Jcomm_Ret_Trq_Cmd_TL_SA_2,[JCRDT2TL] Jcomm Ret Trq Cmd TL SA 2 time limit for retarder TORQUE_COMMAND mode for Addre
JCRDT2TM,Jcomm_Ret_Trq_Cmd_TO_SA_2,[JCRDT2TM] Jcomm Ret Trq Cmd TO SA 2 time out for retarder TORQUE_COMMAND mode for Address
JCRDT3TL,Jcomm_Ret_Trq_Cmd_TL_SA_3,[JCRDT3TL] Jcomm Ret Trq Cmd TL SA 3 time limit for retarder TORQUE_COMMAND mode for Addre
JCRDT3TM,Jcomm_Ret_Trq_Cmd_TO_SA_3,[JCRDT3TM] Jcomm Ret Trq Cmd TO SA 3 time out for retarder TORQUE_COMMAND mode for Address
JCRDT4TL,Jcomm_Ret_Trq_Cmd_TL_SA_4,[JCRDT4TL] Jcomm Ret Trq Cmd TL SA 4 time limit for retarder TORQUE_COMMAND mode for Addre
JCRDT4TM,Jcomm_Ret_Trq_Cmd_TO_SA_4,[JCRDT4TM] Jcomm Ret Trq Cmd TO SA 4 time out for retarder TORQUE_COMMAND mode for Address
JCRDT5TL,Jcomm_Ret_Trq_Cmd_TL_SA_5,[JCRDT5TL] Jcomm Ret Trq Cmd TL SA 5 time limit for retarder TORQUE_COMMAND mode for Addre
JCRDT5TM,Jcomm_Ret_Trq_Cmd_TO_SA_5,[JCRDT5TM] Jcomm Ret Trq Cmd TO SA 5 time out for retarder TORQUE_COMMAND mode for Address
JCRDTQCO,Jcomm_Retarder_Torque_Command,[JCRDTQCO] Retarder torque/torque limit command in percent of peak retarder torque receive
JCRDTXEA,J1939_Retarder_Shift_Assist_Enable,[JCRDTXEA] enable for speed control / engine braking interaction
JCRFEGFL,Jcomm_Reference_Engine_Fueling,[JCRFEGFL] Determined Peak Engine Fueling
JCRFEGTQ,Jcomm_Reference_Engine_Torque,[JCRFEGTQ] Jcomm Reference Engine Torque reference engine torque that corresponds to Jcomm
JCRFRDTQ,Jcomm_Reference_Retarder_Torque,[JCRFRDTQ] Jcomm Reference Retarder Torque reference ret torque that corresponds to Jcomm_
JCRFRP,Jcomm_Reference_RPM,[JCRFRP] Jcomm Reference RPM engine speed to be output by engine as per link user
JCRFTQ,Reference_Engine_Torque,[JCRFTQ] The Maximum available Torque (corresponds to Jcomm_Peak_Fueling)
JCRPGVMD,Jcomm_Speed_Governor_Mode,[JCRPGVMD] Jcomm Speed Governor Mode indicator of which speed mode characteristic ASG is i
JCRPGVSS,Jcomm_Speed_Control_Status,[JCRPGVSS] Jcomm Speed Control Status 1 = speed control mode 0 = not in speed control mo
JCRPS1TL,Jcomm_Spd_Cmd_TL_SA_1,[JCRPS1TL] Jcomm Spd Cmd TL SA 1 time limit for engine SPEED_COMMAND mode for Address 1 no
JCRPS1TM,Jcomm_Spd_Cmd_TO_SA_1,[JCRPS1TM] Jcomm Spd Cmd TO SA 1 time out for engine SPEED_COMMAND mode for Address 1 node
JCRPS2TL,Jcomm_Spd_Cmd_TL_SA_2,[JCRPS2TL] Jcomm Spd Cmd TL SA 2 time limit for engine SPEED_COMMAND mode for Address 2 no
JCRPS2TM,Jcomm_Spd_Cmd_TO_SA_2,[JCRPS2TM] Jcomm Spd Cmd TO SA 2 time out for engine SPEED_COMMAND mode for Address 2 node
JCRPS3TL,Jcomm_Spd_Cmd_TL_SA_3,[JCRPS3TL] Jcomm Spd Cmd TL SA 3 time limit for engine SPEED_COMMAND mode for Address 3 no
JCRPS3TM,Jcomm_Spd_Cmd_TO_SA_3,[JCRPS3TM] Jcomm Spd Cmd TO SA 3 time out for engine SPEED_COMMAND mode for Address 3 node
JCRPS4TL,Jcomm_Spd_Cmd_TL_SA_4,[JCRPS4TL] Jcomm Spd Cmd TL SA 4 time limit for engine SPEED_COMMAND mode for Address 4 no
JCRPS4TM,Jcomm_Spd_Cmd_TO_SA_4,[JCRPS4TM] Jcomm Spd Cmd TO SA 4 time out for engine SPEED_COMMAND mode for Address 4 node
JCRPS5TL,Jcomm_Spd_Cmd_TL_SA_5,[JCRPS5TL] Jcomm Spd Cmd TL SA 5 time limit for engine SPEED_COMMAND mode for Address 5 no
JCRPS5TM,Jcomm_Spd_Cmd_TO_SA_5,[JCRPS5TM] Jcomm Spd Cmd TO SA 5 time out for engine SPEED_COMMAND mode for Address 5 node
JCRTPCTQ,Jcomm_Prc_Pk_Trq_at_Rated_RPM,[JCRTPCTQ] Jcomm Percent Peak Torque at rated speed percent peak torque avail at rated rpm
JCRTSWMU,J1939_Mux_Remote_Throttle_Switch,[JCRTSWMU] Multiplex value for remote throttle switch
JCRTT0RP,Jcomm_Rated_Speed_Tau_0,[JCRTT0RP] Jcomm Rated Speed Tau 0 rated max engine speed tau = 0 also no derate hsg break
JCRTTHMU,J1939_Mux_Remote_Throttle,[JCRTTHMU] Multiplexed value for remote Accelerator
JCRXSWMU,J1939_Mux_Remote_PTO_Switch,[JCRXSWMU] Multiplex value for remote PTO switch
JCSA1,Jcomm_Source_Address_1,[JCSA1] Jcomm Source Address 1 J1939 source address for 1939 device or J1922 MID
JCSA2,Jcomm_Source_Address_2,[JCSA2] Jcomm Source Address 2 J1939 source address for 1939 device or J1922 MID
JCSA3,Jcomm_Source_Address_3,[JCSA3] Jcomm Source Address 3 J1939 source address for 1939 device or J1922 MID
JCSA4,Jcomm_Source_Address_4,[JCSA4] Jcomm Source Address 4 J1939 source address for 1939 device or J1922 MID
JCSA5,Jcomm_Source_Address_5,[JCSA5] Jcomm Source Address 5 J1939 source address for 1939 device or J1922 MID
JCSABLTB,Jcomm_Source_Address_Blocking_Table,[JCSABLTB] Jcomm Source Address Blocking Table table that has source addresses to be block
JCSBR1AO,Shadow_RAM_Auto_Load,[JCSBR1AO] Bit 4 of 0-15. if true load shadow ram during initialization else dont
JCSPUPFG,Scratchpad_CRC_Updated,[JCSPUPFG] Flag indicating tool has updated Scratch_Pad_CRC
JCT0P2FL,Jcomm_Tau_0_Derated_Fueling_at_Point_2,[JCT0P2FL] Jcomm fueling low hp value at pt. 2 in engine config. when torque derate
JCT0P2RP,Jcomm_Tau_0_Derated_Breakpoint,[JCT0P2RP] Jcomm RPM low hp pt. 2 in engine config. when torque derate
JCT0P5IN,Jcomm_Tau_0_Point_5_Intersection_Speed,"[JCT0P5IN] when Derate_Speed < this point, low hp hsg ref. line left of pt. 5"
JCT0PKTQ,Jcomm_Peak_Torque_Tau_0,[JCT0PKTQ] Jcomm Peak Torque Tau 0 torque rating of engine associated with peak torque fue
JCT0RP03,Jcomm_Speed_Brkpt_3_Tau_0,[JCT0RP03] Jcomm Speed Breakpoint 3 Tau 0 engine speed breakpoint 3 defined for tau = 0
JCT0RP04,Jcomm_Speed_Brkpt_4_Tau_0,[JCT0RP04] Jcomm Speed Breakpoint 4 Tau 0 engine speed breakpoint 4 defined for tau = 0
JCT0RP05,Jcomm_Speed_Brkpt_5_Tau_0,[JCT0RP05] Jcomm Speed Breakpoint 5 Tau 0 engine speed breakpoint 5 defined for tau = 0
JCT1P2FL,Jcomm_Tau_1_Derated_Fueling_at_Point_2,[JCT1P2FL] Jcomm fueling hi hp value at pt. 2 in engine config. when torque derate
JCT1P2RP,Jcomm_Tau_1_Derated_Breakpoint,[JCT1P2RP] Jcomm RPM hi hp pt. 2 in engine config. when torque derate
JCT1P5IN,Jcomm_Tau_1_Point_5_Intersection_Speed,"[JCT1P5IN] when Derate_Speed < this point, hi hp hsg ref. line left of pt. 5"
JCTESWMU,J1939_Mux_Test_Switch,[JCTESWMU] Multiplex value for test switch
JCTHKCTD,Jcomm_Throttle_Kickdown_Threshold,[JCTHKCTD] Jcomm Throttle Kickdown Threshold throt position above which kickdown is active
JCTMERLM,Jcomm_Link_Fault_Timeout_Limit,[JCTMERLM] Number of timeouts allowed before setting J1xxx_Link_Not_Fast_Enough_Error
JCTMRCTM,Jcomm_Recovery_Time,[JCTMRCTM] Jcomm Recovery Time time that time limited node must be silent before messages
JCTQFLP1,Jcomm_Fueling_At_Point_1,[JCTQFLP1] Torque curve fueling at idle speed breakpoint.
JCTQFLP2,Jcomm_Fueling_At_Point_2,[JCTQFLP2] Torque curve fueling at point 2 speed breakpoint.
JCTQFLP3,Jcomm_Fueling_At_Point_3,[JCTQFLP3] Torque curve fueling at point 3 speed breakpoint.
JCTQFLP4,Jcomm_Fueling_At_Point_4,[JCTQFLP4] Torque curve fueling at point 4 speed breakpoint.
JCTQFLP5,Jcomm_Fueling_At_Point_5,[JCTQFLP5] Torque curve fueling at point 5 speed breakpoint.
JCTQLK,Jcomm_Torque_Converter_Lockup_Disengaged,"[JCTQLK] Indicates when Torque Converter is locked up 0=engaged, 1=disengaged"
JCTQLMFL,Jcomm_Torque_Derate_Fueling,[JCTQLMFL] Jcomm Torque Derate Fueling maximum allowed fuel as per link user
JCTQRPP1,Jcomm_RPM_At_Point_1,[JCTQRPP1] Torque curve speed at breakpoint 1 (LSG Reference).
JCTQRPP2,Jcomm_RPM_At_Point_2,[JCTQRPP2] Torque curve speed at breakpoint 2 (HSG Breakpoint).
JCTQRPP3,Jcomm_RPM_At_Point_3,[JCTQRPP3] Torque curve speed at breakpoint 3.
JCTQRPP4,Jcomm_RPM_At_Point_4,[JCTQRPP4] Torque curve speed at breakpoint 4.
JCTQRPP5,Jcomm_RPM_At_Point_5,[JCTQRPP5] Torque curve speed at breakpoint 5.
JCTQS1TL,Jcomm_Trq_Cmd_TL_SA_1,[JCTQS1TL] Jcomm Trq Cmd TL SA 1 time limit for engine TORQUE_COMMAND mode for Address 1 n
JCTQS1TM,Jcomm_Trq_Cmd_TO_SA_1,[JCTQS1TM] Jcomm Trq Cmd TO SA 1 time out for engine TORQUE_COMMAND mode for Address 1 nod
JCTQS2TL,Jcomm_Trq_Cmd_TL_SA_2,[JCTQS2TL] Jcomm Trq Cmd TL SA 2 time limit for engine TORQUE_COMMAND mode for Address 2 n
